Name,Review Date,Airline,Verified,Type of Traveller,Month Flown,Route,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended
Jayanta Biswas ,6/22/2016,Cathay Pacific Airways,FALSE,Family Leisure,16-Jun,SFO to HKG,Economy Class,5,1,5,4,4,7,yes
Mingxiu Huang,6/20/2016,Cathay Pacific Airways,TRUE,Solo Leisure,16-Jun,BKK to SIN,Economy Class,4,1,3,3,5,9,yes
S Lennat ,6/12/2016,Cathay Pacific Airways,TRUE,Couple Leisure,16-Jun,CEB to ZRH via HKG,Economy Class,4,5,3,4,2,1,no
Mingxiu Huang,6/11/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Jun,SIN to BKK,Business Class,4,5,4,5,5,9,yes
H Guang,6/5/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Jun,HKG to LHR,First Class,3,1,5,5,3,10,yes
L Nelson,6/3/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-May,DUS to HKG,Economy Class,2,5,5,4,4,8,yes
H Morrison,6/1/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-May,LHR to PER via via HKG,Premium Economy,4,4,4,3,3,8,yes
P Chaudhary,5/30/2016,Cathay Pacific Airways,TRUE,Family Leisure,16-May,MAA to HKG,Economy Class,5,2,5,4,4,9,yes
N Shane,5/26/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Apr,HKG to MNL,Economy Class,2,4,4,5,3,8,yes
L Lombard,5/22/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-May,BAH to MNL via HKG,Business Class,4,2,3,4,5,10,yes
T Hiweng,5/21/2016,Cathay Pacific Airways,FALSE,Family Leisure,16-May,SIN to ICN via HKG,Economy Class,3,5,1,4,5,8,yes
Michele Wong,5/13/2016,Cathay Pacific Airways,TRUE,Solo Leisure,16-May,CTS to HKG,Economy Class,3,3,3,2,1,3,no
Junke Huang,5/9/2016,Cathay Pacific Airways,TRUE,Family Leisure,15-Nov,HKG to TPE,Economy Class,5,5,1,5,5,10,yes
Stephen Whitcombe,5/5/2016,Cathay Pacific Airways,TRUE,Couple Leisure,16-Apr,LHR to HKG,Premium Economy,3,5,2,5,3,4,no
Rita Sharpe,5/2/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Apr,AKL to MAN via HKG,Premium Economy,3,5,4,4,2,4,no
D Tunny,4/27/2016,Cathay Pacific Airways,FALSE,Couple Leisure,16-Apr,HKG to SYD,Business Class,4,5,4,5,4,8,yes
Jayden Wong,4/27/2016,Cathay Pacific Airways,FALSE,Family Leisure,16-Apr,HKG to ICN,Economy Class,3,2,4,5,5,9,yes
Jeff Chu,4/25/2016,Cathay Pacific Airways,FALSE,Family Leisure,16-Apr,HKG to TPE,Economy Class,4,3,4,4,5,8,yes
N Hasbani,4/24/2016,Cathay Pacific Airways,FALSE,Business,16-Apr,SIN to HKG,Economy Class,5,1,3,4,2,4,no
T Wadisa,4/23/2016,Cathay Pacific Airways,FALSE,Couple Leisure,16-Feb,KUL to TPE via HKG,Premium Economy,5,4,3,5,5,9,yes
E Thorne,4/22/2016,Cathay Pacific Airways,TRUE,Couple Leisure,16-Apr,LHR to HKG,Economy Class,5,5,2,3,5,9,yes
D Torban,4/18/2016,Cathay Pacific Airways,FALSE,Business,16-Apr,MEL to KIX visa HKG,Business Class,5,5,1,5,3,6,no
R Datta,4/18/2016,Cathay Pacific Airways,FALSE,Business,16-Apr,LHR to HKG,Premium Economy,4,5,2,5,5,10,yes
Albert Wong,4/14/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Mar,PEK to HKG,Economy Class,3,1,3,3,4,7,yes
Albert Wong,4/13/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Feb,HKG to TSA,Economy Class,4,4,5,3,4,7,yes
M Dolen,4/11/2016,Cathay Pacific Airways,TRUE,Solo Leisure,16-Mar,HKG to LHR,First Class,4,4,5,2,4,8,yes
C Rogers,4/9/2016,Cathay Pacific Airways,FALSE,Business,16-Mar,HKG to SFO,Premium Economy,3,5,4,3,3,8,yes
R Simpson,4/9/2016,Cathay Pacific Airways,TRUE,Couple Leisure,16-Jan,LHR to ADL via HKG,Business Class,4,5,4,5,5,10,yes
Raymond Lai,4/6/2016,Cathay Pacific Airways,TRUE,Solo Leisure,16-Mar,DUS to HKG,Economy Class,5,5,4,5,5,10,yes
B Crockford,4/5/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Mar,YVR to HKG,Premium Economy,5,5,1,4,4,9,yes
B Crockford,4/5/2016,Cathay Pacific Airways,TRUE,Solo Leisure,16-Mar,SIN to HKG,Business Class,2,3,1,5,4,9,yes
Tshung Ching Tay,4/2/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Mar,ICN to HKG,Economy Class,5,2,5,4,4,9,yes
Daniel Strassberg,3/31/2016,Cathay Pacific Airways,FALSE,Business,16-Jan,SYD to MNL via HKG,Premium Economy,5,5,4,1,1,1,no
Chris Jones,3/30/2016,Cathay Pacific Airways,FALSE,Family Leisure,16-Mar,LHR to HKG,Economy Class,4,5,5,4,5,8,yes
P Wipatavit,3/28/2016,Cathay Pacific Airways,FALSE,Solo Leisure,16-Mar,BKK to YVR via HKG,Economy Class,4,5,2,4,5,10,yes
V Ting,3/26/2016,Cathay Pacific Airways,TRUE,Couple Leisure,16-Mar,HKG to TPE,Economy Class,4,4,2,4,1,1,no
Darshan Komalsingsakul,12/10/2023,EVA Air,FALSE,Business,23-Dec,Vienna to Bangkok,Business Class,4,5,4,4,5,10,yes
AZ Zhang,11/21/2023,EVA Air,FALSE,Family Leisure,23-Jun,Bangkok to San Fransisco via Taipei,Economy Class,5,5,5,5,5,10,yes
Leonor Mendoza,11/21/2023,EVA Air,FALSE,Family Leisure,23-Nov,Vancouver to Subarnabhumi,Economy Class,5,5,5,5,5,10,yes
Danny Burgerhout,11/17/2023,EVA Air,TRUE,Couple Leisure,23-Oct,Bangkok to Amsterdam,Business Class,5,1,5,4,1,1,no
James Lee,10/28/2023,EVA Air,FALSE,Business,23-Oct,Taipei to Brisbane,Business Class,1,2,3,1,2,4,no
S Hill,9/25/2023,EVA Air,TRUE,Solo Leisure,23-Aug,Vienna to Bangkok,Economy Class,2,5,3,2,3,6,no
Makoto Hashimoto,9/14/2023,EVA Air,TRUE,Family Leisure,23-Aug,Los Angeles to Taipei,Economy Class,2,3,4,1,3,5,yes
H Tan,9/6/2023,EVA Air,TRUE,Couple Leisure,23-Jul,Vienna to Taipei,Business Class,3,4,3,4,3,7,yes
April Sim,8/12/2023,EVA Air,TRUE,Family Leisure,23-Aug,Taipei to San Francisco,Economy Class,4,4,3,4,1,1,no
Kim Johansen,8/11/2023,EVA Air,TRUE,Business,23-Jul,Bangkok to San Francisco via Taipei,Business Class,1,5,1,4,5,10,yes
A Jeffrey,7/26/2023,EVA Air,FALSE,Family Leisure,23-Jul,Vancouver to Taipei,Economy Class,5,5,5,5,5,10,yes
Richard Laycock,6/30/2023,EVA Air,TRUE,Solo Leisure,23-Apr,London Heathrow to Bangkok,Economy Class,5,4,5,3,3,8,yes
Chaganti Shankar Rao,6/8/2023,EVA Air,FALSE,Family Leisure,23-Jun,Singapore to Vancouver via Taipei,Business Class,4,5,3,5,5,9,yes
G Stone,5/30/2023,EVA Air,TRUE,Solo Leisure,23-May,Vancouver to Taipei,Business Class,3,5,4,5,5,10,yes
Ronny Adriansyah,5/12/2023,EVA Air,TRUE,Couple Leisure,23-Apr,Taipei to Bangkok,Economy Class,5,5,5,4,4,9,yes
Ronny Adriansyah,5/12/2023,EVA Air,TRUE,Couple Leisure,23-Apr,Los Angeles to Taipei,Economy Class,4,5,4,3,5,9,yes
M VahabiI,5/3/2023,EVA Air,FALSE,Couple Leisure,23-Mar,London to Bangkok,Economy Class,4,5,5,5,5,10,yes
Richard Laycock,4/28/2023,EVA Air,TRUE,Solo Leisure,22-Dec,London to Bangkok,Economy Class,5,4,5,3,4,7,yes
L Haine,4/26/2023,EVA Air,TRUE,Solo Leisure,23-Mar,London to Bangkok,Premium Economy,4,4,3,3,4,10,yes
Craig Cutts,4/21/2023,EVA Air,TRUE,Solo Leisure,23-Apr,Bangkok to London,Premium Economy,5,4,4,3,4,8,yes
 B Heather ,4/2/2023,EVA Air,FALSE,Family Leisure,23-Mar,New York to Cebu via Taipei,Economy Class,5,5,4,4,5,10,yes
B Lawson,3/31/2023,EVA Air,TRUE,Business,23-Mar,London to Bangkok,Business Class,5,5,5,1,2,3,no
B Wan,3/31/2023,EVA Air,TRUE,Family Leisure,23-Mar,Toronto to Kuala Lumpur via Taipei,Premium Economy,2,1,2,2,3,3,no
Paulin Rio,3/5/2023,EVA Air,TRUE,Business,23-Mar,Tokyo to Paris via Taipei,Business Class,4,4,1,3,5,8,yes
D Kamele,3/5/2023,EVA Air,TRUE,Couple Leisure,23-Mar,Manila to Taipei,Economy Class,4,5,4,3,1,2,no
P Marsden,2/26/2023,EVA Air,TRUE,Solo Leisure,23-Feb,San Francisco to Cebu via Taipei,Economy Class,1,4,4,4,4,7,yes
Hung Cheng Hsu,2/19/2023,EVA Air,TRUE,Business,23-Feb,Hong Kong to Taipei,Economy Class,4,4,4,3,4,5,yes
TF Basia,2/6/2023,EVA Air,FALSE,Couple Leisure,23-Feb,Saigon to Los Angeles via Taipei,Economy Class,3,5,4,5,5,10,yes
B Peele,1/31/2023,EVA Air,TRUE,Solo Leisure,23-Jan,Amsterdam to Bangkok,Economy Class,5,5,5,4,2,3,no
Yu-Hsiu Chang,1/23/2023,EVA Air,TRUE,Solo Leisure,23-Jan,Taipei Taoyuan Airport to Chiang Mai,Economy Class,1,4,4,1,4,8,yes
C Karinski,1/20/2023,EVA Air,TRUE,Couple Leisure,23-Jan,Vienna to Bangkok,Economy Class,4,2,4,5,3,4,no
A Pineda,1/1/2023,EVA Air,TRUE,Solo Leisure,23-Jan,Manila to Los Angeles via Taipei,Economy Class,1,3,2,5,1,1,no
H Jansen,12/12/2022,EVA Air,TRUE,Couple Leisure,22-Nov,Bangkok to Amsterdam,Economy Class,4,5,5,4,2,3,no
Mark Provost,12/5/2022,EVA Air,TRUE,Family Leisure,22-Oct,Bangkok to San Francisco SFO via Taipei,Business Class,5,5,5,4,5,10,yes
Mark Provost,12/5/2022,EVA Air,TRUE,Family Leisure,22-Oct,San Francisco to Bangkok via Taipei,Business Class,5,4,4,4,5,10,yes
K Thaing,11/14/2022,EVA Air,TRUE,Couple Leisure,22-Nov,London to Bangkok,Economy Class,1,5,4,5,2,3,no
B Gordon,10/29/2022,EVA Air,TRUE,Solo Leisure,22-Oct,Bangkok to London,Economy Class,3,4,1,3,2,1,no
G Peale,10/23/2022,EVA Air,TRUE,Couple Leisure,22-Oct,Bangkok to London,Economy Class,1,5,5,5,3,5,no
Leon Grout,10/23/2022,EVA Air,FALSE,Family Leisure,22-Oct,London to Bangkok,Economy Class,5,1,1,1,5,10,yes
Simon Nelson,10/22/2022,EVA Air,FALSE,Couple Leisure,22-Sep,London Heathrow to Bangkok,Economy Class,2,1,2,3,2,4,no
Rosendo Campano,10/20/2022,EVA Air,TRUE,Family Leisure,22-Oct,San Francisco to Manila via Taipei,Economy Class,1,5,5,5,4,3,no
H Zabielski ,10/11/2022,EVA Air,TRUE,Solo Leisure,22-Oct,Taipei to Bangkok,Economy Class,5,3,2,3,4,10,yes
H Sharp,10/7/2022,EVA Air,TRUE,Solo Leisure,22-Oct,Bangkok to Taipei,Economy Class,2,2,4,2,2,3,no
Rohith Jayawardene,9/26/2022,EVA Air,TRUE,Business,22-Sep,London Heathrow to Bangkok,Business Class,5,1,5,1,4,8,yes
N Bardon,9/3/2022,EVA Air,TRUE,Solo Leisure,22-Aug,Taipei to San Francisco,Economy Class,5,2,3,4,5,5,no
Tirk Lowe,8/23/2022,EVA Air,FALSE,Solo Leisure,22-Aug,Houston to Taipei,Economy Class,3,1,2,3,3,5,no
C Markal,8/19/2022,EVA Air,TRUE,Business,22-Aug,Vienna to Bangkok,Economy Class,1,3,3,4,1,1,no
David Jackson,8/1/2022,EVA Air,TRUE,Solo Leisure,22-Jul,London to Bangkok,Economy Class,4,1,1,3,3,6,yes
T Hilder,6/23/2022,EVA Air,TRUE,Couple Leisure,22-Jun,Taipei to London,Economy Class,1,1,4,3,1,1,no
T Huang,2/17/2022,EVA Air,TRUE,Family Leisure,22-Feb,Vancouver to Ho Chi Minh City via Taipei,Economy Class,4,5,1,4,1,1,no
William Eaton,9/7/2021,EVA Air,TRUE,Business,21-Jun,Chicago to Taipei,Economy Class,3,1,5,5,3,6,yes
C Heales,8/28/2021,EVA Air,TRUE,Couple Leisure,21-Aug,Chicago to Cebu via Taipei,Premium Economy,4,5,3,3,1,1,no
Oscarito Diaz,5/10/2021,EVA Air,FALSE,Couple Leisure,21-May,Edmonton to Cebu via Taipei,Economy Class,4,5,4,3,1,1,no
Hershey Javier,4/30/2021,EVA Air,TRUE,Solo Leisure,20-Dec,Manila to Los Angeles via Taipei,Economy Class,4,5,4,4,1,1,no
G Kalemis,4/26/2021,EVA Air,TRUE,Solo Leisure,21-Apr,Taipei to Jakarta,Economy Class,4,4,4,4,1,2,no
John Edward Phillippe Manalac,10/8/2020,EVA Air,TRUE,Business,20-Feb,Taipei to Manila,Economy Class,4,4,3,2,5,10,yes
W James,9/24/2020,EVA Air,TRUE,Solo Leisure,20-Jan,Seoul to Los Angeles via Taipei,Economy Class,4,2,4,5,4,7,yes
J Tung,6/27/2020,EVA Air,TRUE,Solo Leisure,20-Jun,London to Taipei,Premium Economy,4,4,3,4,4,9,yes
N Partin,5/7/2020,EVA Air,TRUE,Business,20-May,New York to Tokyo via Taipei,Economy Class,3,4,5,3,1,1,no
W Harvey,5/4/2020,EVA Air,FALSE,Solo Leisure,20-Apr,London to Bangkok,Economy Class,5,5,4,4,4,9,yes
Mark Schneider,4/10/2020,EVA Air,TRUE,Couple Leisure,19-Nov,Los Angeles to Bangkok via Taipei,Premium Economy,5,5,1,5,4,8,yes
Nick Santini,4/4/2020,EVA Air,TRUE,Solo Leisure,20-Mar,Bangkok to Seattle via Taipei,Economy Class,3,2,5,3,1,1,no
Pierre Yves Becher,3/30/2020,EVA Air,TRUE,Couple Leisure,20-Feb,Paris to Taipei,Premium Economy,5,5,4,5,4,6,yes
Kim Lan Mo,3/24/2020,EVA Air,TRUE,Solo Leisure,20-Mar,San Francisco to Hong Kong via Taipei,Economy Class,3,4,4,4,2,1,no
A Barner,3/23/2020,EVA Air,TRUE,Solo Leisure,20-Mar,Bangkok to Vienna,Economy Class,5,5,4,3,2,3,no
T Hayne,3/20/2020,EVA Air,TRUE,Solo Leisure,20-Mar,Bangkok to London,Premium Economy,4,4,4,3,2,2,no
Paul Bailey,3/14/2020,EVA Air,TRUE,Solo Leisure,20-Mar,Amsterdam to Bangkok,Premium Economy,4,5,5,4,5,9,yes
Roland Koops-Vytopil,3/9/2020,EVA Air,TRUE,Family Leisure,20-Mar,Vienna to Bangkok,Economy Class,5,5,5,3,5,10,yes
C Meares,3/1/2020,EVA Air,TRUE,Family Leisure,20-Feb,Taipei to Seoul,Business Class,5,5,5,5,3,5,no
Rafael Suarez,2/5/2020,EVA Air,TRUE,Solo Leisure,19-Dec,Houston to Jakarta via Taipei,Premium Economy,5,5,2,3,5,10,yes
G Lervanes,2/2/2020,EVA Air,TRUE,Family Leisure,19-Oct,Manila to Taipei,Economy Class,4,5,5,5,5,9,yes
Mark Saldanha,1/29/2020,EVA Air,TRUE,Solo Leisure,20-Jan,Toronto to Chiang Mai via Taipei,Economy Class,5,5,3,3,4,9,yes
Karen Flynn,1/27/2020,EVA Air,TRUE,Solo Leisure,20-Jan,Harbin to Seattle via Taipei,Economy Class,3,3,5,5,4,10,yes
Kevin Fletcher-Biles,1/18/2020,EVA Air,TRUE,Solo Leisure,19-Dec,Bangkok to London,Economy Class,5,5,1,4,4,9,yes
Y Gan,1/13/2020,EVA Air,TRUE,Solo Leisure,19-Dec,Taipei to Los Angeles,Business Class,1,1,5,5,5,10,yes
P Barter,1/10/2020,EVA Air,TRUE,Solo Leisure,19-Dec,Vancouver to Manila via Taipei,Business Class,5,5,5,5,4,9,yes
S Bardell,1/2/2020,EVA Air,FALSE,Solo Leisure,19-Dec,Seattle to Taipei,Business Class,5,5,3,5,4,10,yes
Sitthichok Kasemthaveechok,12/17/2019,EVA Air,TRUE,Solo Leisure,19-Dec,Paris to Bangkok via Taipei,Economy Class,3,3,5,5,5,7,yes
G Carleno,12/8/2019,EVA Air,TRUE,Solo Leisure,19-Nov,Tokyo to San Francisco via Taipei,Premium Economy,4,5,4,3,5,8,yes
Barry Leonard,12/7/2019,EVA Air,FALSE,Business,19-Dec,Beijing to Taipei,Business Class,4,4,4,4,1,1,no
Ethan Phua,12/2/2019,EVA Air,TRUE,Family Leisure,19-Nov,Taipei to Shanghai,Economy Class,4,4,5,5,5,9,yes
D Caryen,11/24/2019,EVA Air,TRUE,Solo Leisure,19-Nov,Osaka to Taipei,Economy Class,5,5,5,5,2,1,no
Ethan Phua,11/18/2019,EVA Air,TRUE,Family Leisure,19-Nov,Shanghai Pudong to Taipei Taoyuan,Economy Class,5,5,5,1,5,8,yes
T Gordon,11/16/2019,EVA Air,TRUE,Solo Leisure,19-Nov,San Francisco to Tokyo Narita via Taipei,Premium Economy,5,5,4,4,5,10,yes
Anthony Welsh,11/1/2019,EVA Air,TRUE,Couple Leisure,19-Sep,Brisbane to London via Taipei,Premium Economy,5,5,5,3,4,5,no
S Balverto,10/31/2019,EVA Air,TRUE,Family Leisure,19-Oct,Vancouver to Manila via Taipei,Economy Class,5,5,4,4,5,2,yes
O Duncan,10/18/2019,EVA Air,TRUE,Business,19-Oct,Seoul to Taipei,Business Class,4,4,4,2,3,5,no
J Tung,10/15/2019,EVA Air,TRUE,Solo Leisure,19-Oct,London Heathrow to Bangkok,Premium Economy,3,4,2,3,4,7,yes
J Barton,9/23/2019,EVA Air,TRUE,Solo Leisure,19-Sep,San Francisco to Taipei,Economy Class,1,1,3,1,5,10,yes
G Turner,9/22/2019,EVA Air,TRUE,Solo Leisure,19-Sep,Toronto to Taipei via Tokyo,Business Class,3,4,5,5,5,10,yes
Rafael Suarez,9/22/2019,EVA Air,TRUE,Solo Leisure,19-Aug,Jakarta to Taipei,Business Class,5,5,5,5,5,10,yes
Rafael Suarez,9/21/2019,EVA Air,TRUE,Solo Leisure,19-Aug,Taipei to Houston,Premium Economy,5,5,1,5,5,10,yes
Rafael Suarez,9/21/2019,EVA Air,TRUE,Solo Leisure,19-Jul,Houston to Taipei,Economy Class,2,1,4,4,5,10,yes
Hui Chiung Chen,9/17/2019,EVA Air,TRUE,Couple Leisure,19-Jun,Taipei to New York,Economy Class,4,2,2,5,3,7,no
Igor Chernyak,8/26/2019,EVA Air,TRUE,Solo Leisure,19-Aug,Seoul to Los Angeles via Taipei,Economy Class,3,5,5,3,4,7,yes
Georgios Koutsakis,8/24/2019,EVA Air,TRUE,Business,19-Aug,Hong Kong to Taipei City,Economy Class,4,4,1,4,1,2,no
M Pearce,8/20/2019,EVA Air,TRUE,Business,19-Aug,Taipei to Los Angeles,Business Class,2,2,4,3,3,8,yes
G Stone,7/29/2019,EVA Air,TRUE,Solo Leisure,19-Jul,Taipei to Chiang Mai,Business Class,3,1,1,4,5,10,yes
G Stone,7/29/2019,EVA Air,TRUE,Solo Leisure,19-Jul,Vancouver to Taipei,Business Class,2,4,1,5,5,10,yes
Evonne Chen,7/9/2019,EVA Air,TRUE,Solo Leisure,19-Jun,Toronto to Taiwan,Premium Economy,3,2,1,5,1,1,no
Steven Tu,6/23/2019,EVA Air,TRUE,Couple Leisure,19-Jun,Chicago to Taipei,Premium Economy,2,5,5,5,3,7,yes
John Colton,6/22/2019,EVA Air,TRUE,Business,19-May,Tokyo to Toronto via Taipei,Business Class,4,5,5,5,5,9,yes
C Ballava,6/18/2019,EVA Air,TRUE,Solo Leisure,19-Jun,Taipei to Manila,Business Class,5,4,5,5,2,2,no
C Lan,6/17/2019,EVA Air,TRUE,Family Leisure,19-Jun,San Francisco to Singapore via Taipei,Economy Class,2,4,5,4,3,4,no
Nicky Lloyd,6/10/2019,EVA Air,TRUE,Solo Leisure,19-Jun,Bangkok to London,Economy Class,2,5,5,5,2,1,no
Rosita Chua,6/6/2019,EVA Air,TRUE,Solo Leisure,19-Jun,Taipei to Vancouver,Economy Class,5,3,3,5,3,5,no
S Heeny,6/4/2019,EVA Air,TRUE,Business,19-May,Bangkok to London,Premium Economy,3,4,3,4,3,3,no
V Sanhaj,6/2/2019,EVA Air,TRUE,Solo Leisure,19-May,Singapore to Vancouver via Taipei,Business Class,3,3,4,4,5,10,yes
K Daram,5/27/2019,EVA Air,TRUE,Family Leisure,18-Dec,Paris to Taipei,Economy Class,4,4,4,5,5,10,yes
W Chanpao,5/26/2019,EVA Air,TRUE,Family Leisure,19-Mar,Taipei to Bangkok,Economy Class,4,5,5,4,4,8,yes
L Huang,5/14/2019,EVA Air,TRUE,Solo Leisure,18-Aug,Seattle to Ho Chi Minh City via Taipei,Economy Class,5,5,5,5,3,7,no
P Valdano,4/23/2019,EVA Air,TRUE,Solo Leisure,19-Apr,New York to Bangkok via Taipei,Business Class,2,5,5,5,5,9,yes
C Vandel,4/18/2019,EVA Air,TRUE,Solo Leisure,19-Apr,Seattle to Manila via Taipei,Economy Class,5,5,4,5,1,1,no
Linda Weinman,4/18/2019,EVA Air,FALSE,Business,19-Apr,San Francisco to Hanoi via Taipei,Economy Class,5,5,5,5,3,8,yes
John Kim,3/21/2019,EVA Air,TRUE,Solo Leisure,19-Mar,Taipei to Phnom Penh,Economy Class,5,5,5,5,1,1,no
John Rolfe,3/20/2019,EVA Air,TRUE,Couple Leisure,19-Mar,Bangkok to London Heathrow,Premium Economy,5,5,5,4,5,8,yes
John Rolfe,3/20/2019,EVA Air,TRUE,Couple Leisure,19-Mar,London Heathrow to Bangkok,Premium Economy,5,5,5,5,5,8,yes
Susan grandone,3/1/2019,EVA Air,FALSE,Business,19-Feb,Toronto to Brisbane via Taipei,Business Class,5,5,5,4,5,10,yes
Pierre Restel,2/27/2019,EVA Air,TRUE,Solo Leisure,19-Jan,Ho Chi Minh City to San Francisco via Taipei,Economy Class,5,3,2,5,3,5,no
Rafael Suarez,2/2/2019,EVA Air,TRUE,Solo Leisure,19-Jan,Jakarta to Houston via Taipei,Premium Economy,3,5,5,5,5,10,yes
P Edmiston,1/21/2019,EVA Air,FALSE,Family Leisure,19-Jan,Chicago to Ho Chi Minh City via Taipei,Premium Economy,5,5,5,4,4,8,yes
Soufiane Belani,1/17/2019,EVA Air,FALSE,Solo Leisure,19-Jan,Chiang Mai to Taipei,Economy Class,5,5,5,5,5,10,yes
Don Nyberg,1/10/2019,EVA Air,TRUE,Couple Leisure,19-Jan,San Francisco to Taipei,Economy Class,5,4,4,4,5,10,yes
R Guinto,1/9/2019,EVA Air,TRUE,Solo Leisure,19-Jan,Los Angeles to Kuala Lumpur via Taipei,Economy Class,4,5,5,3,5,10,yes
Eunice Uy,1/1/2019,EVA Air,TRUE,Solo Leisure,18-Dec,Taipei to San Francisco,Business Class,4,5,4,2,5,10,yes
L Tran,12/25/2018,EVA Air,TRUE,Solo Leisure,18-Mar,New York to Ho Chi Minh City via Taipei,Business Class,5,5,5,4,5,10,yes
Justin Val Virtudazo,12/20/2018,EVA Air,TRUE,Couple Leisure,18-Nov,Manila to Taipei,Economy Class,5,5,5,2,3,7,yes
Tim Lester,12/6/2018,EVA Air,TRUE,Solo Leisure,18-Nov,Taipei to London via Bangkok,Business Class,5,5,5,5,5,10,yes
P Garanole,11/21/2018,EVA Air,TRUE,Solo Leisure,18-Oct,Taipei to Amsterdam via Bangkok,Business Class,5,5,5,5,5,10,yes
Ron Kuhlmann,10/27/2018,EVA Air,TRUE,Solo Leisure,18-Oct,San Francisco to Bangkok via Taipei,Premium Economy,5,5,4,5,5,10,yes
S Valerio,10/16/2018,EVA Air,TRUE,Business,18-Oct,Manila to Taipei,Economy Class,4,5,4,3,4,9,yes
Ingrid Schumann,10/13/2018,EVA Air,TRUE,Couple Leisure,18-Sep,Paris to Jakarta via Taipei,Economy Class,5,5,5,3,5,10,yes
B Johnson,10/7/2018,EVA Air,TRUE,Solo Leisure,18-Sep,Manila to Amsterdam via Taipei,Economy Class,5,5,5,3,5,10,yes
Billy Baker,10/6/2018,EVA Air,TRUE,Solo Leisure,18-Sep,Los Angeles to Chiang Mai via Taipei,Economy Class,4,4,3,5,5,10,yes
Rafael Suarez,9/19/2018,EVA Air,TRUE,Solo Leisure,18-Aug,Houston to Jakarta via Taipei,Economy Class,4,5,5,1,5,10,yes
N Gan,9/18/2018,EVA Air,TRUE,Solo Leisure,18-Sep,Taipei to Los Angeles,Business Class,5,5,4,5,5,10,yes
Billy Baker,9/18/2018,EVA Air,TRUE,Solo Leisure,18-Sep,Taipei to Chiang Mai,Economy Class,3,3,3,4,5,10,yes
N Castan,9/14/2018,EVA Air,TRUE,Solo Leisure,18-Aug,Vancouver to Denpasar via Taipei,Economy Class,4,5,4,5,1,1,no
S Meelin,9/6/2018,EVA Air,TRUE,Business,18-Sep,Taipei to Bangkok,Business Class,3,5,5,5,4,8,yes
Francis Wong,9/4/2018,EVA Air,TRUE,Solo Leisure,18-Sep,Hong Kong to Taipei,Business Class,5,4,1,5,4,8,yes
Billy Baker,9/2/2018,EVA Air,TRUE,Solo Leisure,18-Aug,Chiang Mai to Los Angeles via Taipei,Economy Class,1,5,3,5,5,10,yes
Viviana Bojorquez,8/16/2018,EVA Air,TRUE,Solo Leisure,18-Aug,Denpasar to Chicago via Taipei,Economy Class,4,5,5,5,5,10,yes
J Serrado,8/14/2018,EVA Air,TRUE,Solo Leisure,18-Jun,Chicago to Manila via Taipei,Economy Class,5,5,5,1,4,7,yes
Kim Johansen,8/5/2018,EVA Air,TRUE,Solo Leisure,18-Jul,Bangkok to San Francisco via Taipei,Business Class,5,5,5,1,5,10,yes
S Warawatan,8/2/2018,EVA Air,TRUE,Family Leisure,18-Jul,Seattle to Bangkok via Taipei,Economy Class,5,5,5,4,5,9,yes
G Rabella,7/29/2018,EVA Air,TRUE,Solo Leisure,18-Jun,Los Angeles to Manila via Taipei,Economy Class,5,5,4,3,4,8,yes
Doug Dumpa,7/27/2018,EVA Air,TRUE,Business,18-Jul,San Francisco to Manila via Taipei,Economy Class,4,4,5,4,5,8,yes
J Rositano,7/25/2018,EVA Air,FALSE,Couple Leisure,18-Jul,Toronto to Bali via Taipei,Premium Economy,5,4,1,1,5,10,yes
R Peal,7/19/2018,EVA Air,TRUE,Couple Leisure,18-Jul,Bangkok to London,Premium Economy,4,5,4,2,3,5,no
H Chan,7/2/2018,EVA Air,TRUE,Couple Leisure,18-May,Kinmen to Taipei Songshan,Economy Class,5,4,3,3,5,9,yes
Shaokang Chu,6/2/2018,EVA Air,TRUE,Solo Leisure,18-May,Taipei to Vancouver,Premium Economy,3,5,5,4,5,10,yes
Tony Lee,6/2/2018,EVA Air,TRUE,Business,18-May,Taipei to San Francisco,Business Class,5,4,3,4,3,4,no
J Mabugat,5/28/2018,EVA Air,TRUE,Family Leisure,18-May,Manila to Taipei,Economy Class,4,2,1,3,5,8,no
W. Robert Kmen,5/27/2018,EVA Air,TRUE,Solo Leisure,18-May,Hong Kong to Toronto via Taipei,Business Class,3,5,5,3,5,10,yes
G Fan,5/27/2018,EVA Air,TRUE,Family Leisure,18-May,Toronto to Hong Kong via Taipei,Business Class,5,5,5,4,4,7,yes
Marlon Lipa,5/18/2018,EVA Air,TRUE,Solo Leisure,18-Apr,Manila to San Francisco via Taipei,Economy Class,5,5,5,4,5,9,yes
